url,name,address,city,state,phone
https://www.hrblock.com/tax-office-near-me/new-york/herkimer/31631/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,Results,"500 E State St, Herkimer, NY 13350",Herkimer,NY,(315) 866-5637
https://www.ninaguidicpa.com/,Results,,Herkimer,NY,(315) 520-8299
http://www.key-accting.com/,"Key Accounting Solutions, LLC","214 Oriskany Blvd #6, Whitesboro, NY 13492",Whitesboro,NY,(315) 507-2665
https://www.herkimercountyny.gov/government/treasurers-office/,Herkimer County Treasurer,"109 Mary St #2419, Herkimer, NY 13350",Herkimer,NY,(315) 867-1145
http://www.karlmanne.com/,Results,"107 Court St, Herkimer, NY 13350",Herkimer,NY,(315) 866-7642
http://www.gandwcpas.com/,Gustafson & Wargo CPAs LLP,"430 Court St STE 1E, Utica, NY 13502",Utica,NY,(315) 735-0705
https://fdwcpa.net/,"Fitzgerald, DePietro & Wojnas, CPAs PC","7 Rutger Pk, Utica, NY 13501",Utica,NY,(315) 724-2145
https://www.jwhanrettycpa.com/?utm_source=google&utm_medium=google_business_profile&utm_campaign=website_click,"Jeffrey W Hanretty, CPA & Associates","8365 Seneca Tpke, New Hartford, NY 13413",New Hartford,NY,(315) 733-4339
http://www.businessservicesbysusan.com/,Business Services By Susan,"153 N Gardiner Rd, Little Falls, NY 13365",Little Falls,NY,(315) 717-4777
https://dreimillercpa.com/,"Daniel T. Dreimiller, CPA P.C.","104 Genesee St, New Hartford, NY 13413",New Hartford,NY,(315) 749-7076
https://dgperry.com/,"DGPerry CPAs + Advisors (fka F J Basile, CPAs, PC)","4305 Middle Settlement Rd, New Hartford, NY 13413",New Hartford,NY,(315) 724-3186
http://peterscpas.com/,"Peters & Associates, CPAs, P. C.","125 Business Park Dr Suite 210, Utica, NY 13502",Utica,NY,(315) 797-0560
https://www.herkimercountyny.gov/government/real-property-tax-service/,Herkimer County Tax Department,"109 Mary St #2419, Herkimer, NY 13350",Herkimer,NY,(315) 867-1146
http://dabcpas.com/,Dec & Benson CPAs,"101 Broad St, Oneida, NY 13421",Oneida,NY,(315) 363-7795
https://jgilbertcpa.com/contact/,"J Gilbert CPA, PLLC","2058 Genesee St #1, Utica, NY 13502",Utica,NY,(315) 723-2647
https://office.jacksonhewitt.com/tax-preparation-services-locations/en/ny/ilion/88-w-main-street/13020?utm_source=google&utm_medium=local&utm_campaign=local&utm_content=13020,Jackson Hewitt Tax Service,"88 W Main St, Ilion, NY 13357",Ilion,NY,(315) 895-4344
https://www.hrblock.com/tax-office-near-me/new-york/little-falls/31632/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,H&R Block,"273 W Main St, Little Falls, NY 13365",Little Falls,NY,(315) 823-1280
http://www.hbegroup.com/,"HBE Group, Inc.","410 Folts St, Herkimer, NY 13350",Herkimer,NY,(315) 866-3140
https://www.herkimercountyny.gov/government/county-auditor/,Herkimer County Auditor,"108 Court St #3150, Herkimer, NY 13350",Herkimer,NY,(315) 867-1101
https://herkimerbasloelibrary.org/,Frank J Basloe Library,"245 N Main St, Herkimer, NY 13350",Herkimer,NY,(315) 866-1733
http://www.townofherkimer.org/,Herkimer Town Assessor,"114 N Prospect St, Herkimer, NY 13350",Herkimer,NY,(315) 866-8102
https://transportation.archerkimer.org/,Arc Herkimer Transportation Services,"111 Fifth Ave, Herkimer, NY 13350",Herkimer,NY,(315) 574-7977
